the_geom,PlaceID,YearPlaceID,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,Notes,fips,datedocklaunch,datedockclosed
POINT (-111.8910474 40.7607793),UT00210,2018UT00210,Salt Lake City,UT,"Salt Lake City, UT","2,018","201,812",15,34,0.49,1,GreenBikes,0,,-,1,1,Lime,Docked and e-scooters,40.760779,-111.891047,,49035,04/2013,
POINT (-92.85 44.733333),MN00131,2019MN00131,Hastings,MN,"Hastings, MN","2,019","201,912",,,,,-,0,,-,0,,-,,44.733333,-92.85,,27037,,
POINT (-90.0715323 29.951065799999995),LA0094,2016LA0094,New Orleans,LA,"New Orleans, LA","2,016","201,612",,,,,-,0,,-,0,,-,,29.951066,-90.071532,,22071,,
POINT (-76.4921829 38.9784453),MD00116,2020MD00116,Annapolis,MD,"Annapolis, MD","2,020","202,006",,,,,-,0,,-,0,,-,,38.978445,-76.492183,,24003,,
POINT (-80.8431267 35.2270869),NC00139,2016NC00139,Charlotte,NC,"Charlotte, NC","2,016","201,612",13,25,0.52,1,Charlotte B-cycle,0,,-,0,,-,Docked only,35.227087,-80.843127,,37119,07/2012,
POINT (-80.244216 36.0998596),NC00143,2018NC00143,Winston-Salem,NC,"Winston-Salem, NC","2,018","201,812",105,12,0.17,1,Winston-Salem,0,,-,0,,-,Docked only,36.09986,-80.244216,,37067,05/2017,Jun-20
POINT (-111.9400054 33.4255104),AZ008,2018AZ008,Tempe,AZ,"Tempe, AZ","2,018","201,812",,,,,-,2,2,"LimeBike, Spin",2,2,"Lime, Razor",Dockless and e-scooters,33.42551,-111.940005,,4013,,
POINT (-122.0838511 37.3860517),CA0021,2019CA0021,Mountain View,CA,"Mountain View, CA","2,019","201,912",,,,,-,0,,-,0,,-,,37.386052,-122.083851,,6085,,
POINT (-85.1797142 42.3211522),MI00126,2017MI00126,Battle Creek,MI,"Battle Creek, MI","2,017","201,712",49,4,0.07,1,Battle Creek B-cycle,0,,-,0,,-,Docked only,42.321152,-85.179714,,26025,08/2013,
POINT (-87.6297982 41.8781136),IL0079,2016IL0079,Chicago,IL,"Chicago, IL","2,016","201,612",60,582,12.01,4,Divvy,0,,-,0,,-,Docked only,41.878114,-87.629798,,17031,06/2013,
POINT (-111.8314724 33.4151843),AZ005,2017AZ005,Mesa,AZ,"Mesa, AZ","2,017","201,712",,,,,-,2,2,"LimeBike, Ofo",0,,-,Dockless only,33.415184,-111.831472,,4013,,
POINT (-75.977985 36.8529263),VA00222,2020VA00222,Virginia Beach,VA,"Virginia Beach, VA","2,020","202,006",,,,,-,0,,-,4,4,"Bird, Lime, Veoride, Spin (beginning summer 2020)",E-scooters only,36.852926,-75.977985,,51810,,
POINT (-97.3307658 32.7554883),TX00199,2016TX00199,Fort Worth,TX,"Fort Worth, TX","2,016","201,612",10,46,0.95,1,Fort Worth B-cycle,0,,-,0,,-,Docked only,32.755488,-97.330766,,48439,04/2013,
POINT (-122.4442906 47.2528768),WA00227,2020WA00227,Tacoma,WA,"Tacoma, WA","2,020","202,006",,,,,-,0,,-,0,,-,,47.252877,-122.444291,,53053,,
POINT (-111.9738304 41.223),UT00209,2019UT00209,Ogden,UT,"Ogden, UT","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,41.223,-111.97383,,49057,,
POINT (-118.3951 37.3635),CA0013,2018CA0013,Bishop,CA,"Bishop, CA","2,018","201,812",,,,,-,0,,-,0,,-,,37.3635,-118.3951,,6027,,
POINT (-85.1797142 42.3211522),MI00126,2015MI00126,Battle Creek,MI,"Battle Creek, MI","2,015","201,512",49,3,0.09,1,Battle Creek B-cycle,0,,-,0,,-,Docked only,42.321152,-85.179714,,26025,08/2013,
POINT (-105.084423 40.5852602),CO0043,2015CO0043,Fort Collins,CO,"Fort Collins, CO","2,015","201,512",,,,,-,0,,-,0,,-,,40.58526,-105.084423,,8069,,
POINT (-105.1019275 40.1672068),CO0045,2015CO0045,Longmont,CO,"Longmont, CO","2,015","201,512",,,,,-,0,,-,0,,-,,40.167207,-105.101928,,8013,,
POINT (-71.2356113 42.3764852),MA00112,2019MA00112,Waltham,MA,"Waltham, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.376485,-71.235611,,25017,,
POINT (-77.0469214 38.8048355),VA00213,2015VA00213,Alexandria,VA,"Alexandria, VA","2,015","201,512",,,,,-,0,,-,0,,-,,38.804836,-77.046921,,51510,,
POINT (-122.27111370000002 37.8043637),CA0023,2016CA0023,Oakland,CA,"Oakland, CA","2,016","201,612",,,,,-,0,,-,0,,-,,37.804364,-122.271114,,6001,,
POINT (-80.295169 25.710278),FL0062,2015FL0062,South Miami,FL,"South Miami, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.710278,-80.295169,,12086,,
POINT (-111.9738304 41.223),UT00209,2018UT00209,Ogden,UT,"Ogden, UT","2,018","201,812",,,,,-,0,,-,0,,-,,41.223,-111.97383,,49057,,
POINT (-122.4442906 47.2528768),WA00227,2015WA00227,Tacoma,WA,"Tacoma, WA","2,015","201,512",,,,,-,0,,-,0,,-,,47.252877,-122.444291,,53053,,
POINT (-76.609444 39.393056),MD00124,2018MD00124,Towson,MD,"Towson, MD","2,018","201,812",,,,,-,1,1,Spin,0,,-,Dockless only,39.393056,-76.609444,,24005,,
POINT (-80.188333 25.865239000000003),FL0057,2016FL0057,Miami Shores,FL,"Miami Shores, FL","2,016","201,612",,,,,-,0,,-,0,,-,,25.865239,-80.188333,,12086,,
POINT (-71.156944 42.415278),MA0095,2015MA0095,Arlington,MA,"Arlington, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.415278,-71.156944,,25017,,
POINT (-85.763082 33.811789),AL00247,2019AL00247,Jacksonville,AL,"Jacksonville, AL","2,019","201,912",,,,,-,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,,-,Dockless only,33.811789,-85.763082,,1015,,
POINT (-92.1735164 38.57670170000001),MO00136,2017MO00136,Jefferson City,MO,"Jefferson City, MO","2,017","201,712",,,,,-,0,,-,0,,-,,38.576702,-92.173516,,29051,,
POINT (-84.5120196 39.1031182),OH00164,2015OH00164,Cincinnati,OH,"Cincinnati, OH","2,015","201,512",57,50,1.49,2,Cincy RedBike Bike,0,,-,0,,-,Docked only,39.103118,-84.51202,,39061,09/2014,
POINT (-77.312778 39.183611000000006),MD00118,2017MD00118,Boyds,MD,"Boyds, MD","2,017","201,712",134,2,0.03,1,Montgomery Parks,0,,-,0,,-,Docked only,39.183611,-77.312778,,24031,08/2017,Jun-20
POINT (-83.9207392 35.9606384),TN0092,2016TN0092,Knoxville,TN,"Knoxville, TN","2,016","201,612",,,,,-,0,,-,0,,-,,35.960638,-83.920739,,47093,,
POINT (-118.0019482 34.1442616),CA0020,2015CA0020,Monrovia,CA,"Monrovia, CA","2,015","201,512",,,,,-,0,,-,0,,-,,34.144262,-118.001948,,6037,,
POINT (-81.3792365 28.5383355),FL0061,2016FL0061,Orlando,FL,"Orlando, FL","2,016","201,612",32,37,0.76,1,Juice,0,,-,0,,-,Docked only,28.538335,-81.379237,,12095,01/2015,Mar-19
POINT (-118.19373950000002 33.7700504),CA0018,2020CA0018,Long Beach,CA,"Long Beach, CA","2,020","202,006",72,76,1.14,2,"Long Beach, CA Bikeshare",0,,-,4,4,"Bird, Lime, Gruv, Razor (new permitting)",Docked and e-scooters,33.77005,-118.19374,,6037,03/2016,
POINT (-77.10164 38.882409),VA00214,2015VA00214,Arlington,VA,"Arlington, VA","2,015","201,512",,,,,-,0,,-,0,,-,,38.882409,-77.10164,,51013,,
POINT (-77.0469214 38.8048355),VA00213,2016VA00213,Alexandria,VA,"Alexandria, VA","2,016","201,612",,,,,-,0,,-,0,,-,,38.804836,-77.046921,,51510,,
POINT (-97.132804 33.206493),TX00243,2017TX00243,Denton,TX,"Denton, TX","2,017","201,712",,,,,-,0,,-,0,,-,,33.206493,-97.132804,,48121,,
POINT (-77.10164 38.882409),VA00214,2017VA00214,Arlington,VA,"Arlington, VA","2,017","201,712",,,,,-,0,,-,0,,-,,38.882409,-77.10164,,51013,,
POINT (-84.74666700000002 39.5075),OH00169,2017OH00169,Oxford,OH,"Oxford, OH","2,017","201,712",,,,,-,0,,-,0,,-,,39.5075,-84.746667,,39017,,
POINT (-85.838038 33.607563),AL00239,2020AL00239,Oxford,AL,"Oxford, AL","2,020","202,006",,,,,-,1,1,Veoride (multi-city: Anniston; Jacksonville; Oxford AL),0,,-,Dockless only,33.607563,-85.838038,,1015,,
POINT (-92.3340724 38.9517053),MO00134,2018MO00134,Columbia,MO,"Columbia, MO","2,018","201,812",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,38.951705,-92.334072,,29019,,
POINT (-71.183333 42.370833),MA00113,2017MA00113,Watertown,MA,"Watertown, MA","2,017","201,712",,,,,-,0,,-,0,,-,,42.370833,-71.183333,,25017,,
POINT (-97.3307658 32.7554883),TX00199,2018TX00199,Fort Worth,TX,"Fort Worth, TX","2,018","201,812",10,46,0.67,1,Fort Worth B-cycle,1,1,Vbikes,0,,-,All bikes,32.755488,-97.330766,,48439,04/2013,
POINT (-85.838038 33.607563),AL00239,2018AL00239,Oxford,AL,"Oxford, AL","2,018","201,812",,,,,-,0,,-,0,,-,,33.607563,-85.838038,,1015,,
POINT (-119.97694399999999 38.940000000000005),CA0034,2020CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA","2,020","202,006",,,,,-,0,,-,0,,-,,38.94,-119.976944,,6017,,
POINT (-77.0368707 38.9071923),DC0046,2015DC0046,Washington,DC,"Washington, DC","2,015","201,512",56,354,10.53,4,Capital Bikeshare,0,,-,0,,-,Docked only,38.907192,-77.036871,,11001,09/2010,
POINT (-104.99025100000001 39.7392358),CO0042,2016CO0042,Denver,CO,"Denver, CO","2,016","201,612",7,89,1.84,2,Denver B-cycle,0,,-,0,,-,Docked only,39.739236,-104.990251,,8031,04/2010,Jan-20
POINT (-83.0457538 42.331427),MI00128,2019MI00128,Detroit,MI,"Detroit, MI","2,019","201,912",101,44,0.65,1,Mo Go,0,,-,3,3,"Bird, Spin, Lime",Docked and e-scooters,42.331427,-83.045754,,26163,05/2017,
POINT (-88.9936873 40.4842027),IL0078,2017IL0078,Bloomington,IL,"Bloomington, IL","2,017","201,712",100,9,0.15,1,Normal (Bikeshare 309),0,,-,0,,-,Docked only,40.484203,-88.993687,,17113,03/2017,Jun-20
POINT (-96.7969879 32.7766642),TX00196,2015TX00196,Dallas,TX,"Dallas, TX","2,015","201,512",9,2,0.06,1,Fairpark B-cycle,0,,-,0,,-,Docked only,32.776664,-96.796988,,48113,11/2014,2018
POINT (-122.67648159999999 45.5230622),OR00179,2016OR00179,Portland,OR,"Portland, OR","2,016","201,612",74,122,2.52,2,BikeTown Portland,0,,-,0,,-,Docked only,45.523062,-122.676482,,41051,07/2016,
POINT (-97.944866 29.876534000000003),TX00242,2017TX00242,San Marcos,TX,"San Marcos, TX","2,017","201,712",,,,,-,0,,-,0,,-,,29.876534,-97.944866,,48209,,
POINT (-121.8863286 37.3382082),CA0027,2015CA0027,San Jose,CA,"San Jose, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.338208,-121.886329,,6085,,
POINT (-84.5120196 39.1031182),OH00164,2020OH00164,Cincinnati,OH,"Cincinnati, OH","2,020","202,006",57,57,0.86,1,Cincy RedBike Bike,0,,-,2,2,"Lime, Bird",Docked and e-scooters,39.103118,-84.51202,,39061,09/2014,
POINT (-80.1867138 25.8900949),FL0060,2015FL0060,North Miami,FL,"North Miami, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.890095,-80.186714,,12086,,
POINT (-77.002222 38.98),MD00123,2018MD00123,Takoma Park,MD,"Takoma Park, MD","2,018","201,812",,,,,-,0,,-,0,,-,,38.98,-77.002222,,24031,,
POINT (-89.0939952 42.2711311),IL0081,2020IL0081,Rockford,IL,"Rockford, IL","2,020","202,006",,,,,-,0,,-,0,,-,,42.271131,-89.093995,,17201,,
POINT (-122.0838511 37.3860517),CA0021,2018CA0021,Mountain View,CA,"Mountain View, CA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,37.386052,-122.083851,,6085,,
POINT (-81.779167 32.445278),GA0071,2016GA0071,Statesboro,GA,"Statesboro, GA","2,016","201,612",,,,,-,0,,-,0,,-,,32.445278,-81.779167,,13031,,
POINT (-82.99879420000002 39.9611755),OH00166,2019OH00166,Columbus,OH,"Columbus, OH","2,019","201,912",58,79,1.17,2,COGO,0,,-,3,3,"Lime, Bird, Spin",Docked and e-scooters,39.961176,-82.998794,,39049,07/2013,
POINT (-78.898619 35.9940329),NC00140,2018NC00140,Durham,NC,"Durham, NC","2,018","201,812",,,,,-,1,1,Spin,1,1,Lime,Dockless and e-scooters,35.994033,-78.898619,,37063,,
POINT (-121.9780153 37.7799273),CA0029,2018CA0029,San Ramon,CA,"San Ramon, CA","2,018","201,812",75,17,0.25,1,BriteBikes,0,,-,0,,-,Docked only,37.779927,-121.978015,,6013,12/2014,
POINT (-121.49439960000001 38.5815719),CA0024,2018CA0024,Sacramento,CA,"Sacramento, CA","2,018","201,812",,,,,-,0,,-,0,,-,,38.581572,-121.4944,,6067,,
POINT (-74.201529 40.432114),NJ00150,2017NJ00150,Keyport,NJ,"Keyport, NJ","2,017","201,712",,,,,-,0,,-,0,,-,,40.432114,-74.201529,,34025,,
POINT (-95.6890185 39.05582350000001),KS0090,2017KS0090,Topeka,KS,"Topeka, KS","2,017","201,712",34,155,2.54,2,Topeka Metro Bikes,0,,-,0,,-,Docked only,39.055824,-95.689019,,20177,04/2015,Jul-20
POINT (-74.4073736 40.6337136),NJ00152,2017NJ00152,Plainfield,NJ,"Plainfield, NJ","2,017","201,712",,,,,-,0,,-,0,,-,,40.633714,-74.407374,,34039,,
POINT (-89.0939952 42.2711311),IL0081,2016IL0081,Rockford,IL,"Rockford, IL","2,016","201,612",,,,,-,0,,-,0,,-,,42.271131,-89.093995,,17201,,
POINT (-95.6890185 39.05582350000001),KS0090,2018KS0090,Topeka,KS,"Topeka, KS","2,018","201,812",34,204,2.95,2,Topeka Metro Bikes,0,,-,0,,-,Docked only,39.055824,-95.689019,,20177,04/2015,Jul-20
POINT (-86.158068 39.768403),IN0087,2020IN0087,Indianapolis,IN,"Indianapolis, IN","2,020","202,006",48,49,0.74,1,Indiana Pacers Bikeshare,0,,-,1,1,Bird,Docked and e-scooters,39.768403,-86.158068,,18097,10/2014,
POINT (-97.61142370000002 38.8402805),KS0089,2015KS0089,Salina,KS,"Salina, KS","2,015","201,512",,,,,-,0,,-,0,,-,,38.84028,-97.611424,,20169,,
POINT (-77.6109219 43.16103),NY00161,2015NY00161,Rochester,NY,"Rochester, NY","2,015","201,512",,,,,-,0,,-,0,,-,,43.16103,-77.610922,,36055,,
POINT (-114.306389 43.515),ID0076,2020ID0076,Hailey,ID,"Hailey, ID","2,020","202,006",,,,,-,0,,-,0,,-,,43.515,-114.306389,,16013,,
POINT (-80.153544 25.845572),FL0059,2016FL0059,North Bay Village,FL,"North Bay Village, FL","2,016","201,612",,,,,-,0,,-,0,,-,,25.845572,-80.153544,,12086,,
POINT (-81.783611 24.559722),FL0053,2015FL0053,Key West,FL,"Key West, FL","2,015","201,512",61,1,0.03,1,Instabike,0,,-,0,,-,Docked only,24.559722,-81.783611,,12087,12/2015,2018
POINT (-105.084423 40.5852602),CO0043,2019CO0043,Fort Collins,CO,"Fort Collins, CO","2,019","201,912",,,,,-,0,,-,1,1,Bird,E-scooters only,40.58526,-105.084423,,8069,,
POINT (-71.276667 42.490556),MA0096,2019MA0096,Bedford,MA,"Bedford, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.490556,-71.276667,,25017,,
POINT (-89.0939952 42.2711311),IL0081,2017IL0081,Rockford,IL,"Rockford, IL","2,017","201,712",,,,,-,0,,-,0,,-,,42.271131,-89.093995,,17201,,
POINT (-122.311667 37.915833),CA0016,2016CA0016,El Cerrito,CA,"El Cerrito, CA","2,016","201,612",,,,,-,0,,-,0,,-,,37.915833,-122.311667,,6013,,
POINT (-119.97694399999999 38.940000000000005),CA0034,2015CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA","2,015","201,512",,,,,-,0,,-,0,,-,,38.94,-119.976944,,6017,,
POINT (-84.5120196 39.1031182),OH00164,2016OH00164,Cincinnati,OH,"Cincinnati, OH","2,016","201,612",57,56,1.16,2,Cincy RedBike Bike,0,,-,0,,-,Docked only,39.103118,-84.51202,,39061,09/2014,
POINT (-79.3950228 36.5859718),VA00217,2017VA00217,Danville,VA,"Danville, VA","2,017","201,712",133,5,0.08,1,"City of Danville, VA",0,,-,0,,-,Docked only,36.585972,-79.395023,,51590,07/2017,Mar-20
POINT (-98.2300124 26.2034071),TX00203,2019TX00203,McAllen,TX,"McAllen, TX","2,019","201,912",28,8,0.12,1,McAllen B-cycle,0,,-,0,,-,Docked only,26.203407,-98.230012,,48215,10/2015,
POINT (-71.5522874 42.3459271),MA00103,2015MA00103,Marlborough,MA,"Marlborough, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.345927,-71.552287,,25017,,
POINT (-83.7430378 42.2808256),MI00125,2016MI00125,Ann Arbor,MI,"Ann Arbor, MI","2,016","201,612",4,14,0.29,1,arborbike,0,,-,0,,-,Docked only,42.280826,-83.743038,,26161,09/2014,2020
POINT (-92.1735164 38.57670170000001),MO00136,2020MO00136,Jefferson City,MO,"Jefferson City, MO","2,020","202,006",,,,,-,0,,-,0,,-,,38.576702,-92.173516,,29051,,
POINT (-118.3964665 34.0211224),CA0015,2015CA0015,Culver City,CA,"Culver City, CA","2,015","201,512",,,,,-,0,,-,0,,-,,34.021122,-118.396467,,6037,,
POINT (-94.5785667 39.0997265),MO00137,2016MO00137,Kansas City,MO,"Kansas City, MO","2,016","201,612",18,33,0.68,1,Kansas City B-cycle,0,,-,0,,-,Docked only,39.099727,-94.578567,,29095,07/2012,
POINT (-90.0715323 29.951065799999995),LA0094,2018LA0094,New Orleans,LA,"New Orleans, LA","2,018","201,812",109,93,1.35,2,New Orleans Bikeshare,0,,-,0,,-,Docked only,29.951066,-90.071532,,22071,12/2017,Mar-20
POINT (-77.4360481 37.5407246),VA00220,2016VA00220,Richmond,VA,"Richmond, VA","2,016","201,612",,,,,-,0,,-,0,,-,,37.540725,-77.436048,,51760,,
POINT (-89.5889864 40.6936488),IL0080,2015IL0080,Peoria,IL,"Peoria, IL","2,015","201,512",,,,,-,0,,-,0,,-,,40.693649,-89.588986,,17143,,
POINT (-90.305278 38.744167),MO00135,2017MO00135,Ferguson,MO,"Ferguson, MO","2,017","201,712",,,,,-,0,,-,0,,-,,38.744167,-90.305278,,29189,,
POINT (-71.0119948 42.4084302),MA00110,2016MA00110,Revere,MA,"Revere, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.40843,-71.011995,,25025,,
POINT (-71.233333 42.283333),MA00107,2019MA00107,Needham,MA,"Needham, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.283333,-71.233333,,25021,,
POINT (-122.67648159999999 45.5230622),OR00179,2019OR00179,Portland,OR,"Portland, OR","2,019","201,912",74,145,2.15,2,BikeTown Portland,0,,-,3,3,"Lime, Bolt, Spin (April 26, 2019-December 31,2020)",Docked and e-scooters,45.523062,-122.676482,,41051,07/2016,
POINT (-74.477318 40.796562),NJ00151,2019NJ00151,Morristown,NJ,"Morristown, NJ","2,019","201,912",130,3,0.04,1,Morris Moves,0,,-,0,,-,Docked only,40.796562,-74.477318,,34027,09/2018,Jun-20
POINT (-92.085256 46.706881),WI00230,2017WI00230,Superior,WI,"Superior, WI","2,017","201,712",,,,,-,0,,-,0,,-,,46.706881,-92.085256,,55031,,
POINT (-122.0307963 36.9741171),CA0032,2018CA0032,Santa Cruz,CA,"Santa Cruz, CA","2,018","201,812",,,,,-,1,1,Jump,0,,-,Dockless only,36.974117,-122.030796,,6087,,
POINT (-111.89916700000002 40.986667),UT00208,2015UT00208,Farmington,UT,"Farmington, UT","2,015","201,512",,,,,-,0,,-,0,,-,,40.986667,-111.899167,,49011,,
POINT (-110.926479 32.2217429),AZ009,2017AZ009,Tucson,AZ,"Tucson, AZ","2,017","201,712",110,36,0.59,1,tugo,0,,-,0,,-,Docked only,32.221743,-110.926479,,4019,11/2017,
POINT (-77.6109219 43.16103),NY00161,2017NY00161,Rochester,NY,"Rochester, NY","2,017","201,712",,,,,-,1,1,Pace,0,,-,Dockless only,43.16103,-77.610922,,36055,,
POINT (-111.8389726 40.5649781),UT00211,2020UT00211,Sandy,UT,"Sandy, UT","2,020","202,006",,,,,-,0,,-,0,,-,,40.564978,-111.838973,,49035,,
POINT (-118.3951 37.3635),CA0013,2020CA0013,Bishop,CA,"Bishop, CA","2,020","202,006",,,,,-,0,,-,0,,-,,37.3635,-118.3951,,6027,,
POINT (-97.0583681 36.1156071),OK00174,2019OK00174,Stillwater,OK,"Stillwater, OK","2,019","201,912",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,36.115607,-97.058368,,40119,,
POINT (-90.0715323 29.951065799999995),LA0094,2020LA0094,New Orleans,LA,"New Orleans, LA","2,020","202,006",,,,,,0,,-,0,,-,,29.951066,-90.071532,"Replaced 02/20 by JUMP, acquired by LIME 03/2020 then suspended operations indefinitely due to COVID-19. Dock count is number of stations prior to acquisition by JUMP.",22071,,
POINT (-81.779167 32.445278),GA0071,2015GA0071,Statesboro,GA,"Statesboro, GA","2,015","201,512",,,,,-,0,,-,0,,-,,32.445278,-81.779167,,13031,,
POINT (-95.6890185 39.05582350000001),KS0090,2016KS0090,Topeka,KS,"Topeka, KS","2,016","201,612",34,142,2.93,2,Topeka Metro Bikes,0,,-,0,,-,Docked only,39.055824,-95.689019,,20177,04/2015,Jul-20
POINT (-70.983333 42.375),MA00114,2020MA00114,Winthrop,MA,"Winthrop, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.375,-70.983333,,25025,,
POINT (-78.898619 35.9940329),NC00140,2016NC00140,Durham,NC,"Durham, NC","2,016","201,612",,,,,-,0,,-,0,,-,,35.994033,-78.898619,,37063,,
POINT (-71.0022705 42.2528772),MA00109,2020MA00109,Quincy,MA,"Quincy, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.252877,-71.00227,,25021,,
POINT (-85.838038 33.607563),AL00239,2015AL00239,Oxford,AL,"Oxford, AL","2,015","201,512",,,,,-,0,,-,0,,-,,33.607563,-85.838038,,1015,,
POINT (-86.158068 39.768403),IN0087,2018IN0087,Indianapolis,IN,"Indianapolis, IN","2,018","201,812",48,29,0.42,1,Indiana Pacers Bikeshare,0,,-,2,2,"Bird, Lime",Docked and e-scooters,39.768403,-86.158068,,18097,10/2014,
POINT (-83.1140771 40.0992294),OH00168,2018OH00168,Dublin,OH,"Dublin, OH","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,40.099229,-83.114077,,39049,,
POINT (-74.0059413 40.7127837),NY00160,2015NY00160,New York,NY,"New York, NY","2,015","201,512",3,507,15.08,4,Citi Bike,0,,-,0,,-,Docked only,40.712784,-74.005941,,36061,09/2015,
POINT (-80.2683838 25.72149),FL0048,2019FL0048,Coral Gables,FL,"Coral Gables, FL","2,019","201,912",,,,,-,0,,-,2,2,"Bird, Spin",E-scooters only,25.72149,-80.268384,,12086,,
POINT (-98.4936282 29.4241219),TX00205,2017TX00205,San Antonio,TX,"San Antonio, TX","2,017","201,712",22,61,1,2,San Antonio B-cycle,0,,-,0,,-,Docked only,29.424122,-98.493628,,48029,03/2011,
POINT (-83.7430378 42.2808256),MI00125,2020MI00125,Ann Arbor,MI,"Ann Arbor, MI","2,020","202,006",,,,,-,0,,-,1,1,Spin,E-scooters only,42.280826,-83.743038,,26161,,
POINT (-77.4360481 37.5407246),VA00220,2018VA00220,Richmond,VA,"Richmond, VA","2,018","201,812",136,17,0.25,1,RVA Bike Share,0,,-,0,,-,Docked only,37.540725,-77.436048,,51760,08/2017,
POINT (-78.47667810000002 38.0293059),VA00216,2019VA00216,Charlottesville,VA,"Charlottesville, VA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,38.029306,-78.476678,,51540,,
POINT (-70.760556 43.075556000000006),NH00148,2020NH00148,Portsmouth,NH,"Portsmouth, NH","2,020","202,006",,,,,,0,,-,0,,-,,43.075556,-70.760556,,33015,,
POINT (-73.8987469 40.9312099),NY00163,2016NY00163,Yonkers,NY,"Yonkers, NY","2,016","201,612",,,,,-,0,,-,0,,-,,40.93121,-73.898747,,36119,,
POINT (-122.0651819 37.9100783),CA0036,2017CA0036,Walnut Creek,CA,"Walnut Creek, CA","2,017","201,712",,,,,-,0,,-,0,,-,,37.910078,-122.065182,,6013,,
POINT (-77.312778 39.183611000000006),MD00118,2015MD00118,Boyds,MD,"Boyds, MD","2,015","201,512",,,,,-,0,,-,0,,-,,39.183611,-77.312778,,24031,,
POINT (-122.204444 47.771667),WA00224,2015WA00224,Bothell,WA,"Bothell, WA","2,015","201,512",,,,,-,0,,-,0,,-,,47.771667,-122.204444,,53033,,
POINT (-71.0588801 42.3600825),MA0098,2017MA0098,Boston,MA,"Boston, MA","2,017","201,712",1,195,3.2,3,Hubway (03/2018 re-launched as Blue Bikes),0,,-,0,,-,Docked only,42.360082,-71.05888,,25025,07/2011,
POINT (-70.983333 42.375),MA00114,2018MA00114,Winthrop,MA,"Winthrop, MA","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,42.375,-70.983333,,25025,,
POINT (-97.132804 33.206493),TX00243,2018TX00243,Denton,TX,"Denton, TX","2,018","201,812",,,,,-,1,1,Veoride,0,,-,Dockless only,33.206493,-97.132804,,48121,,
POINT (-78.8689155 38.4495688),VA00218,2017VA00218,Harrisonburg,VA,"Harrisonburg, VA","2,017","201,712",,,,,-,0,,-,0,,-,,38.449569,-78.868915,,51660,,
POINT (-111.89916700000002 40.986667),UT00208,2019UT00208,Farmington,UT,"Farmington, UT","2,019","201,912",,,,,-,0,,-,1,1,Spin,E-scooters only,40.986667,-111.899167,,49011,,
POINT (-104.99025100000001 39.7392358),CO0042,2015CO0042,Denver,CO,"Denver, CO","2,015","201,512",7,84,2.5,2,Denver B-cycle,0,,-,0,,-,Docked only,39.739236,-104.990251,,8031,04/2010,Jan-20
POINT (-81.779167 32.445278),GA0071,2019GA0071,Statesboro,GA,"Statesboro, GA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,32.445278,-81.779167,,13031,,
POINT (-87.6297982 41.8781136),IL0079,2018IL0079,Chicago,IL,"Chicago, IL","2,018","201,812",60,608,8.8,4,Divvy,0,,-,0,,-,Docked only,41.878114,-87.629798,,17031,06/2013,
POINT (-121.9780153 37.7799273),CA0029,2016CA0029,San Ramon,CA,"San Ramon, CA","2,016","201,612",75,17,0.35,1,BriteBikes,0,,-,0,,-,Docked only,37.779927,-121.978015,,6013,12/2014,
POINT (-118.4911912 34.0194543),CA0033,2015CA0033,Santa Monica,CA,"Santa Monica, CA","2,015","201,512",39,80,2.38,2,Breeze,0,,-,0,,-,Docked only,34.019454,-118.491191,,6037,08/2015,
POINT (-82.3248262 29.651634400000003),FL0051,2018FL0051,Gainesville,FL,"Gainesville, FL","2,018","201,812",,,,,-,0,,-,0,,-,,29.651634,-82.324826,,12001,,
POINT (-119.81380270000001 39.5296329),NV00155,2015NV00155,Reno,NV,"Reno, NV","2,015","201,512",,,,,-,0,,-,0,,-,,39.529633,-119.813803,,32031,,
